-0.0,-0.0,-0.0
-0.0,-0.0,-0.0
-0.0,-0.0,-0.0
-0.0,-0.0,-0.0
-0.0,-0.0,-0.0
-0.0,-0.0,-0.0
-0.0,-0.0,-0.0
-0.0,-0.0,-0.0
-0.0,-0.0,-0.0
-0.0,-0.0,-0.0
-0.0,-0.0,-0.0
-0.0,-0.0,-0.0
-0.0,-0.0,-0.0
-0.0,-0.0,-0.0
-0.0,-0.0,-0.0
0.047625,-0.0,-0.0
0.047625,-0.0,-0.0
0.142875,-0.0,-0.0
0.238125,-0.0,-0.0
0.238125,-0.0,-0.0
0.381,-0.0,-0.0
0.66675,-0.0,-0.0
0.762,-0.0,-0.0
1.095375,-0.0,-0.0
1.000125,-0.0,-0.0
1.095375,-0.0,-0.0
1.190625,-0.0,-0.0
1.190625,-0.0,-0.0
1.190625,-0.0,-0.0
1.190625,-0.0,-0.0
1.285875,-0.0,-0.0
1.285875,-0.0,-0.0
1.3335,-0.0,-0.0
1.381125,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.476375,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.381125,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.381125,-0.0,-0.0
1.381125,-0.0,-0.0
1.381125,-0.0,-0.0
1.381125,-0.0,-0.0
1.381125,-0.0,-0.0
1.381125,-0.0,-0.0
1.381125,-0.0,-0.0
1.381125,-0.0,-0.0
1.381125,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.381125,-0.0,-0.0
1.381125,-0.0,-0.0
1.381125,-0.0,-0.0
1.381125,-0.0,-0.0
1.381125,-0.0,-0.0
1.381125,-0.0,-0.0
1.381125,-0.0,-0.0
1.381125,-0.0,-0.0
1.381125,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.476375,-0.0,-0.0
1.476375,-0.0,-0.0
1.476375,-0.0,-0.0
1.476375,-0.0,-0.0
1.476375,-0.0,-0.0
1.476375,-0.0,-0.0
1.476375,-0.0,-0.0
1.476375,-0.0,-0.0
1.476375,-0.0,-0.0
1.476375,-0.0,-0.0
1.476375,-0.0,-0.0
1.476375,-0.0,-0.0
1.476375,-0.0,-0.0
1.476375,-0.0,-0.0
1.476375,-0.0,-0.0
1.476375,-0.0,-0.0
1.476375,-0.0,-0.0
1.476375,-0.0,-0.0
1.476375,-0.0,-0.0
1.476375,-0.0,-0.0
1.476375,-0.0,-0.0
1.476375,-0.0,-0.0
1.476375,-0.0,-0.0
1.476375,-0.0,-0.0
1.476375,-0.0,-0.0
1.476375,-0.0,-0.0
1.476375,-0.0,-0.0
1.476375,-0.0,-0.0
1.476375,-0.0,-0.0
1.476375,-0.0,-0.0
1.476375,-0.0,-0.0
1.476375,-0.0,-0.0
1.476375,-0.0,-0.0
1.476375,-0.0,-0.0
1.476375,-0.0,-0.0
1.476375,-0.0,-0.0
1.476375,-0.0,-0.0
1.476375,-0.0,-0.0
1.476375,-0.0,-0.0
1.476375,-0.0,-0.0
1.476375,-0.0,-0.0
1.476375,-0.0,-0.0
1.476375,-0.0,-0.0
1.476375,-0.0,-0.0
1.476375,-0.0,-0.0
1.476375,-0.0,-0.0
1.476375,-0.0,-0.0
1.476375,-0.0,-0.0
1.476375,-0.0,-0.0
1.476375,-0.0,-0.0
1.476375,-0.0,-0.0
1.476375,-0.0,-0.0
1.476375,-0.0,-0.0
1.476375,-0.0,-0.0
1.476375,-0.0,-0.0
1.476375,-0.0,-0.0
1.476375,-0.0,-0.0
1.476375,-0.0,-0.0
1.476375,-0.0,-0.0
1.476375,-0.0,-0.0
1.476375,-0.0,-0.0
1.476375,-0.0,-0.0
1.476375,-0.0,-0.0
1.476375,-0.0,-0.0
1.476375,-0.0,-0.0
1.476375,-0.0,-0.0
1.476375,-0.0,-0.0
1.476375,-0.0,-0.0
1.476375,-0.0,-0.0
1.476375,-0.0,-0.0
1.476375,-0.0,-0.0
1.476375,-0.0,-0.0
1.476375,-0.0,-0.0
1.476375,-0.0,-0.0
1.476375,-0.0,-0.0
1.476375,-0.0,-0.0
1.42875,-0.0,-0.0
1.42875,-0.0,-0.0
1.476375,-0.0,-0.0
1.476375,-0.0,-0.0
1.476375,-0.0,-0.0
1.476375,-0.0,-0.0
1.476375,-0.0,-0.0
1.476375,-0.0,-0.0
1.476375,-0.0,-0.0
1.476375,-0.0,-0.0
1.476375,-0.0,-0.0
1.476375,-0.0,-0.0
1.476375,-0.0,-0.0
1.476375,-0.0,-0.0
1.476375,-0.0,-0.0
1.476375,-0.0,-0.0
1.476375,-0.0,-0.0
1.476375,-0.0,-0.0
1.476375,-0.0,-0.0
